0, 0.5046, 1.652
1, 0.4973, 0.396
2, 0.4996, 0.415
3, 0.4947, 0.407
4, 0.5054, 0.405
5, 0.5076, 0.429
6, 0.5006, 0.414
7, 0.5003, 0.409
8, 0.4984, 0.442
9, 0.5066, 0.402
10, 0.5052, 0.435
11, 0.4980, 0.398
12, 0.5016, 0.400
13, 0.4979, 0.415
14, 0.5032, 0.407
15, 0.5020, 0.400
16, 0.5030, 0.397
17, 0.4985, 0.396
18, 0.5056, 0.398
19, 0.5037, 0.398
20, 0.5033, 0.394
21, 0.4953, 0.403
22, 0.4937, 0.392
23, 0.4946, 0.394
24, 0.5047, 0.400
25, 0.4973, 0.394
26, 0.5039, 0.390
27, 0.4987, 0.390
28, 0.4966, 0.392
29, 0.4946, 0.394
30, 0.4927, 0.390
31, 0.4926, 0.400
32, 0.4696, 0.391
33, 0.5155, 0.391
34, 0.4988, 0.393
35, 0.5006, 0.397
36, 0.4934, 0.396
37, 0.5012, 0.394
38, 0.4798, 0.392
39, 0.4506, 0.392
40, 0.4745, 0.397
41, 0.4127, 0.395
42, 0.4686, 0.392
43, 0.4913, 0.390
44, 0.3610, 0.394
45, 0.5668, 0.389
46, 0.3836, 0.395
47, 0.4363, 0.392
48, 0.3700, 0.392
49, 0.4395, 0.388
50, 0.3819, 0.395
51, 0.3262, 0.394
52, 0.4394, 0.392
53, 0.3977, 0.392
54, 0.3285, 0.391
55, 0.2615, 0.397
56, 0.3678, 0.397
57, 0.2991, 0.392
58, 0.3683, 0.391
59, 0.3299, 0.392
60, 0.4168, 0.390
61, 0.3478, 0.391
62, 0.3547, 0.392
63, 0.3137, 0.394
64, 0.3970, 0.389
65, 0.4091, 0.401
66, 0.4043, 0.404
67, 0.2338, 0.396
68, 0.3224, 0.391
69, 0.3580, 0.392
70, 0.3273, 0.392
71, 0.3161, 0.396
72, 0.3347, 0.404
73, 0.4634, 0.400
74, 0.3835, 0.398
75, 0.3530, 0.394
76, 0.3280, 0.400
77, 0.3002, 0.401
78, 0.4035, 0.404
79, 0.3896, 0.396
80, 0.2968, 0.392
81, 0.3061, 0.393
82, 0.2866, 0.392
83, 0.3394, 0.397
84, 0.4426, 0.394
85, 0.3520, 0.392
86, 0.3555, 0.392
